level_0,level_1,Date,Open,High,Low,Close,Adj Close,Volume,compound score
D,175,2015-03-30,0.010655,0.102265,0.115229,0.097735,0.682167,1427500.0,0.0
D,176,2015-03-27,0.000426,0.100704,0.107423,0.096484,0.027286,1962100.0,0.25
D,177,2015-03-26,-0.004809,0.097898,0.104896,0.089812,-0.309238,2370900.0,0.0
D,178,2015-03-24,-0.010249,0.096408,0.104326,0.085748,-0.67305,2376800.0,-0.1027
D,179,2015-03-23,0.000139,0.097169,0.104937,0.095342,0.009117,2383700.0,0.0
D,180,2015-03-20,0.00824,0.102678,0.114041,0.100375,0.536622,4294100.0,-0.2665
D,181,2015-03-19,-0.00445,0.097619,0.110154,0.089058,-0.29107,2562000.0,0.0
D,182,2015-03-18,0.027575,0.097725,0.135898,0.093013,1.755421,3216700.0,0.3215749999999999
D,183,2015-03-16,0.014791,0.103758,0.122252,0.100569,0.927738,2621800.0,-0.296
D,184,2015-03-13,-0.012317,0.099611,0.099768,0.074731,-0.782204,2858100.0,0.0
D,185,2015-03-12,0.015563,0.106649,0.121202,0.104411,0.973198,3042600.0,0.128
D,186,2015-03-11,-0.007363,0.103422,0.109137,0.091199,-0.463852,3759500.0,-0.148
D,187,2015-03-10,-0.004456,0.097083,0.109726,0.09408,-0.281959,5119900.0,-0.1329
D,188,2015-03-06,-0.022478,0.083544,0.083853,0.068716,-1.455265,4783400.0,0.2235
D,189,2015-03-05,0.008073,0.102879,0.117048,0.09992,0.51844,3371300.0,0.0
D,190,2015-03-04,-0.005072,0.093102,0.09713,0.090003,-0.32743,2640200.0,0.0
D,191,2015-03-02,-0.024553,0.099453,0.099453,0.066054,-1.609882,4422800.0,-0.05135
D,192,2015-02-25,-0.009562,0.104066,0.105863,0.087143,-0.638496,2381500.0,0.05135
D,193,2015-02-24,0.002165,0.108408,0.121616,0.103305,0.144249,2217400.0,-0.0926714285714285
D,194,2015-02-23,-0.001216,0.108858,0.113805,0.101363,-0.081131,1660200.0,0.0882999999999999
D,195,2015-02-20,0.00271,0.108406,0.112765,0.097734,0.180298,3342600.0,0.25
D,196,2015-02-17,0.003703,0.108245,0.120263,0.098205,0.243431,4604800.0,0.45655
D,197,2015-02-13,-0.010988,0.110813,0.110813,0.085085,-0.730286,4098100.0,0.0
D,198,2015-02-12,-0.005397,0.111402,0.116341,0.097785,-0.360657,5422100.0,0.1693333333333333
D,199,2015-02-11,-0.033133,0.102647,0.106698,0.070672,-2.290016,4040700.0,-0.387825
D,200,2015-02-09,-0.00634,0.109305,0.144905,0.094508,-0.43274,4549300.0,0.0
D,201,2015-02-06,-0.03787,0.10211,0.103802,0.057569,-2.686744,3980900.0,0.0
D,202,2015-02-04,-0.01209,0.10323,0.112969,0.09222,-0.856522,2138300.0,-0.0925166666666666
D,203,2015-02-03,0.011065,0.108159,0.125713,0.100595,0.775368,3045700.0,0.0
D,204,2015-02-02,0.010795,0.113341,0.125747,0.102667,0.748322,2560800.0,0.0
D,205,2015-01-30,-0.028431,0.104673,0.105094,0.076643,-2.028557,2939700.0,0.0861666666666666
D,206,2015-01-29,0.01657,0.110583,0.129389,0.102034,1.163025,1887300.0,0.0
D,207,2015-01-28,-0.014307,0.109439,0.121938,0.091182,-1.018792,2090400.0,0.4144333333333334
D,208,2015-01-27,0.000634,0.106348,0.115763,0.099743,0.04509,1523500.0,0.0
D,209,2015-01-26,-0.002023,0.10453,0.109158,0.093591,-0.144264,1617500.0,0.0
D,210,2015-01-23,0.0047,0.11254,0.120712,0.104931,0.333588,1507300.0,-0.02054
D,211,2015-01-21,0.011484,0.103921,0.12416,0.09642,0.811416,2466000.0,-0.296
D,212,2015-01-20,0.007845,0.112581,0.118144,0.102597,0.549973,1912500.0,-0.13455
D,213,2015-01-16,0.007645,0.109877,0.118357,0.104271,0.531937,2559400.0,-0.0986666666666666
D,214,2015-01-15,0.009418,0.110319,0.122651,0.10292,0.649147,2655100.0,0.0
D,215,2015-01-14,0.000131,0.106691,0.116558,0.093052,0.00901,3647800.0,0.0
D,216,2015-01-13,-0.000784,0.119742,0.126847,0.100024,-0.0541,2347000.0,0.0
D,217,2015-01-12,0.0,0.112928,0.114958,0.097994,0.0,2177300.0,0.0
D,218,2015-01-09,-0.011245,0.111739,0.113602,0.092529,-0.784378,1815100.0,0.0516
D,219,2015-01-08,0.011769,0.117716,0.127579,0.115105,0.811432,2164100.0,0.0
D,220,2015-01-07,0.00407,0.112216,0.121537,0.10275,0.279487,2908100.0,-0.2071
D,221,2015-01-06,-0.005095,0.112636,0.129298,0.101624,-0.351616,3290000.0,-0.0591999999999999
D,222,2015-01-05,-0.012131,0.106152,0.110733,0.092125,-0.847488,2779200.0,-0.068
D,223,2015-01-02,0.007672,0.114351,0.119255,0.103822,0.531944,2210200.0,0.0
D,224,2014-12-31,-0.01788,0.11015,0.112133,0.08791,-1.26223,2080800.0,0.1133333333333333
D,225,2014-12-30,-0.024056,0.105287,0.107776,0.078744,-1.740051,1990200.0,0.148
D,226,2014-12-29,0.011983,0.108598,0.131683,0.108598,0.856499,2761400.0,0.0
D,227,2014-12-26,0.011483,0.110573,0.12996,0.107319,0.811439,3526600.0,0.0997333333333333
D,228,2014-12-24,0.019246,0.107716,0.134543,0.106418,1.334343,1414700.0,0.199925
D,229,2014-12-23,0.005097,0.113797,0.123655,0.104664,0.351609,1923200.0,0.0
D,230,2014-12-22,0.014722,0.118426,0.132254,0.114748,1.00077,2747400.0,-0.1973333333333333
D,231,2014-12-19,0.000929,0.108716,0.118287,0.096054,0.063095,4360700.0,0.0
D,232,2014-12-18,0.018386,0.113207,0.129701,0.106309,1.226158,2756200.0,0.6249
D,233,2014-12-17,0.030366,0.117965,0.144693,0.115184,1.965454,2643800.0,-0.3595
D,234,2014-12-16,-0.00264,0.10962,0.129652,0.099296,-0.17131,2124900.0,-0.05135
D,235,2014-12-15,-0.010176,0.114344,0.114344,0.089482,-0.667168,2352100.0,0.0
D,236,2014-12-11,0.020729,0.119805,0.1411,0.115948,1.343376,3741000.0,-0.0833333333333333
D,237,2014-12-10,-0.008688,0.124761,0.13914,0.098451,-0.568,8403400.0,-0.0328888888888888
D,238,2014-12-09,0.002211,0.107625,0.116057,0.105479,0.144249,2094800.0,0.1236
D,239,2014-12-08,0.002772,0.111618,0.122379,0.106852,0.180305,1654000.0,0.0
D,240,2014-12-05,-0.008111,0.098332,0.108091,0.09574,-0.531921,1571500.0,-0.1027
D,241,2014-12-04,0.002204,0.109311,0.11634,0.102892,0.144241,1733000.0,0.0
D,242,2014-12-03,-0.003569,0.108854,0.112661,0.099717,-0.23439,1496500.0,-0.2161999999999999
D,243,2014-12-02,0.007748,0.109005,0.123276,0.103327,0.504883,2286000.0,0.53215
D,244,2014-12-01,-0.003722,0.103196,0.115273,0.099221,-0.243432,2643200.0,0.0
D,245,2014-11-28,0.000276,0.107935,0.120933,0.107476,0.018029,1268500.0,0.3175666666666666
D,246,2014-11-26,-0.001377,0.111449,0.114656,0.101675,-0.090164,1591000.0,-0.07459
D,247,2014-11-25,0.002484,0.109158,0.114822,0.101963,0.162277,2652800.0,0.0
D,248,2014-11-24,-0.00273,0.118344,0.125672,0.113305,-0.178826,2431000.0,0.085
D,249,2014-11-14,-0.009549,0.114475,0.115867,0.104879,-0.616974,2888400.0,0.2202
D,250,2014-11-07,0.011084,0.123546,0.131198,0.119874,0.724274,2038500.0,0.0
D,251,2014-11-06,-0.014829,0.118344,0.119248,0.09392,-0.983582,3884700.0,-0.02054
D,252,2014-11-05,0.03286,0.122704,0.161477,0.119745,2.110253,4824700.0,0.0
D,253,2014-11-04,-0.010198,0.119114,0.122351,0.100773,-0.66169,1964500.0,0.23835
D,254,2014-11-03,0.017672,0.121951,0.144067,0.12101,1.126671,3224200.0,-0.296
D,255,2014-10-31,-0.003912,0.094283,0.121624,0.094283,-0.250382,4292900.0,0.14275
D,256,2014-10-30,0.020094,0.122806,0.14225,0.110534,1.2608,3766900.0,0.0655428571428571
D,257,2014-10-29,-0.007637,0.117711,0.12293,0.099681,-0.482849,2347400.0,0.0
D,258,2014-10-28,0.004974,0.120887,0.123907,0.108171,0.31295,2520600.0,0.2444857142857142
D,259,2014-10-27,-0.00509,0.118185,0.121823,0.110753,-0.321904,1679700.0,-0.1522222222222222
D,260,2014-10-24,0.008845,0.120258,0.132542,0.117067,0.554406,1751100.0,-0.296
D,261,2014-10-23,0.000999,0.126807,0.129842,0.116108,0.062584,1818900.0,0.1806
D,262,2014-10-22,0.000286,0.115788,0.130484,0.115469,0.017894,2647600.0,0.0
D,263,2014-10-21,0.007773,0.119953,0.128968,0.113192,0.482838,1810300.0,0.0
D,264,2014-10-17,0.011033,0.122621,0.133643,0.110612,0.670632,3108000.0,0.0
D,265,2014-10-16,0.024876,0.105193,0.153076,0.105193,1.475402,4927200.0,-0.2218555555555555
D,266,2014-10-15,-0.027134,0.110963,0.115719,0.074876,-1.65422,8471800.0,-0.2191714285714285
D,267,2014-10-14,-0.025861,0.122818,0.124096,0.085907,-1.618481,8512600.0,-0.037
D,268,2014-10-13,-0.008921,0.121036,0.130062,0.10805,-0.563339,3822200.0,0.1579
D,269,2014-10-10,0.002698,0.123901,0.137398,0.120884,0.169907,2966300.0,0.0
D,270,2014-10-09,-0.023433,0.118344,0.120204,0.091517,-1.511177,2729100.0,-0.8377
D,271,2014-10-08,0.027497,0.118503,0.150369,0.115954,1.725765,4582800.0,-0.205875
D,272,2014-10-07,0.001713,0.112758,0.12792,0.112438,0.107319,2797800.0,0.3257
D,273,2014-10-06,0.000428,0.118184,0.124731,0.113713,0.026821,1846800.0,0.0
D,274,2014-10-03,0.010387,0.121086,0.131734,0.113504,0.643818,2125600.0,0.1019555555555555
D,275,2014-10-02,0.000866,0.118182,0.126256,0.114468,0.05363,1679200.0,-0.10245
D,276,2014-10-01,0.002461,0.123685,0.13194,0.117858,0.152016,2192300.0,0.0
D,277,2014-09-30,0.008908,0.124386,0.14578,0.124223,0.545445,2832700.0,0.0
D,278,2014-09-29,0.006615,0.114563,0.127385,0.11111,0.402385,1660400.0,0.0
D,279,2014-09-22,-0.008996,0.118344,0.11948,0.104713,-0.554382,1709700.0,-0.2041333333333333
D,280,2014-09-19,0.005838,0.116059,0.127321,0.116059,0.357673,3030300.0,-0.0874857142857142
D,281,2014-09-18,-0.007676,0.118506,0.122555,0.104415,-0.473922,1756000.0,-0.3630333333333334
D,282,2014-09-17,-0.004182,0.124634,0.12544,0.107538,-0.259312,2307100.0,-0.0986666666666666
D,283,2014-09-16,0.009904,0.116552,0.134306,0.1159,0.608028,1719200.0,0.0
D,284,2014-09-15,0.001167,0.120953,0.125845,0.11443,0.071545,1272500.0,0.0
D,285,2014-09-12,-0.019165,0.112746,0.112746,0.092113,-1.198185,1942000.0,0.0
D,286,2014-09-11,0.005609,0.118344,0.126708,0.113197,0.348717,1605800.0,0.0
D,287,2014-09-10,-0.004866,0.116743,0.119784,0.1097,-0.304024,1497700.0,-0.5574
D,288,2014-09-09,-0.013832,0.114871,0.117239,0.102401,-0.876274,2497800.0,-0.148
D,289,2014-09-08,-0.006172,0.116932,0.118971,0.105637,-0.393456,2695700.0,-0.3716
D,290,2014-09-05,0.014515,0.120253,0.134736,0.119299,0.912064,2017300.0,0.5994
D,291,2014-09-03,0.002735,0.119148,0.126876,0.117861,0.169891,1671500.0,0.2294
D,292,2014-09-02,-0.010681,0.120096,0.12997,0.100188,-0.670624,2619800.0,-0.2367999999999999
D,293,2014-08-29,0.005297,0.116422,0.124908,0.114021,0.330841,1606400.0,-0.0521166666666666
D,294,2014-08-28,0.005325,0.11432,0.12446,0.111583,0.330845,1696000.0,0.0
D,295,2014-08-27,0.009444,0.121106,0.129717,0.119968,0.581219,1850600.0,-0.0591999999999999
D,296,2014-08-26,-0.009416,0.129058,0.13276,0.117148,-0.585037,1483300.0,-0.0328888888888888
D,297,2014-08-25,0.008344,0.132474,0.140102,0.129391,0.514126,1574200.0,-0.0591999999999999
D,298,2014-08-22,-0.002583,0.130035,0.132139,0.116761,-0.159562,1617300.0,-0.0128375
D,299,2014-08-21,0.000574,0.12793,0.136191,0.126797,0.035458,1606900.0,0.0
D,300,2014-08-20,0.000862,0.127444,0.130038,0.121122,0.053184,1221800.0,-0.0874071428571428
D,301,2014-08-19,0.01325,0.128093,0.143368,0.126614,0.806687,1780800.0,-0.296
D,302,2014-08-18,-0.003193,0.129239,0.133823,0.122526,-0.195027,1375600.0,-0.2044
D,303,2014-08-15,0.008932,0.132718,0.145603,0.131231,0.54073,2190900.0,-0.1269916666666666
D,304,2014-08-14,0.007673,0.129091,0.137747,0.127593,0.460964,1194800.0,0.0610999999999999
D,305,2014-08-13,0.004149,0.129597,0.137453,0.12592,0.248203,1321500.0,-0.1173529411764705
D,306,2014-08-12,-0.000888,0.125254,0.132602,0.123584,-0.05318,1372800.0,0.0
D,307,2014-08-11,-0.004422,0.127594,0.132083,0.118948,-0.265946,2103600.0,-0.3009714285714285
D,308,2014-08-08,0.031782,0.135812,0.164803,0.135812,1.852677,3872800.0,-0.1644444444444444
D,309,2014-08-07,0.013095,0.132611,0.145993,0.132611,0.753483,2863700.0,0.0
D,310,2014-08-05,-0.015217,0.126914,0.129102,0.106382,-0.904171,3036100.0,0.0
D,311,2014-08-04,-0.008285,0.126257,0.128093,0.099052,-0.496395,3911100.0,0.0319818181818181
D,312,2014-08-01,-0.000739,0.122922,0.140935,0.121088,-0.044331,2601800.0,0.0989
D,313,2014-07-31,-0.019284,0.122531,0.12613,0.105357,-1.178993,3266900.0,-0.3612
D,314,2014-07-30,-0.013728,0.129222,0.139869,0.103411,-0.850979,2588900.0,-0.148
D,315,2014-07-29,-0.013403,0.12475,0.129684,0.112973,-0.842148,2231100.0,0.3592
D,316,2014-07-24,0.001852,0.121184,0.134359,0.121184,0.115242,1203200.0,0.0046857142857142
D,317,2014-07-23,0.00386,0.126641,0.133738,0.123899,0.239323,1314000.0,0.054625
D,318,2014-07-22,-0.001142,0.133248,0.133409,0.125193,-0.070896,1690700.0,0.0
D,319,2014-07-21,-0.001996,0.121661,0.130826,0.121179,-0.124115,1564600.0,0.0
D,320,2014-07-18,0.014753,0.132987,0.147019,0.125319,0.904182,1852000.0,0.0
D,321,2014-07-17,-0.00903,0.126637,0.129871,0.117744,-0.558472,2012900.0,0.21165
D,322,2014-07-15,0.008999,0.127274,0.139554,0.126619,0.549598,2406500.0,-0.1133333333333333
D,323,2014-07-14,-0.008633,0.131663,0.13215,0.118029,-0.531894,1605000.0,0.2521333333333333
D,324,2014-07-11,-0.006859,0.125191,0.128092,0.119065,-0.42548,1257700.0,0.0
D,325,2014-07-10,0.011272,0.126625,0.141134,0.124832,0.69144,2191100.0,0.0
D,326,2014-07-09,0.000723,0.129724,0.131845,0.120751,0.044323,1726900.0,-0.0683
D,327,2014-07-08,0.004211,0.126127,0.133826,0.125144,0.257065,2702100.0,0.0
D,328,2014-07-07,0.002913,0.125464,0.138608,0.123492,0.177288,2767500.0,0.1987333333333333
D,329,2014-07-03,-0.014072,0.121937,0.121937,0.102012,-0.868728,2603900.0,-0.296
D,330,2014-07-02,-0.02136,0.125397,0.125556,0.09813,-1.347401,3615900.0,0.4475
D,331,2014-07-01,-0.005033,0.12825,0.12967,0.114212,-0.319118,3214200.0,-0.2123
D,332,2014-06-30,0.009884,0.126818,0.14211,0.123314,0.620502,3228900.0,0.0225
D,333,2014-06-27,-0.004358,0.124604,0.127775,0.117467,-0.274784,3406100.0,0.16385
D,334,2014-06-26,0.019639,0.133591,0.150894,0.130356,1.214432,6884200.0,-0.0160333333333333
D,335,2014-06-25,-0.008246,0.12264,0.124725,0.114621,-0.514134,4956800.0,0.03375
D,336,2014-06-24,0.004283,0.126482,0.136951,0.12616,0.265927,1802200.0,0.0
D,337,2014-06-23,-0.004831,0.1321,0.136107,0.117514,-0.301392,2187200.0,-0.5574
D,338,2014-06-20,-0.008732,0.127616,0.134607,0.117129,-0.549606,3937400.0,-0.0516
D,339,2014-06-19,0.015011,0.13164,0.149703,0.13035,0.930774,3955600.0,-0.5574
D,340,2014-06-18,0.021466,0.127927,0.152637,0.12628,1.303078,2948400.0,0.52165
D,341,2014-06-16,0.000877,0.126774,0.142762,0.124796,0.053181,2580400.0,0.0
D,342,2014-06-13,0.006027,0.127595,0.137544,0.121128,0.363445,2691700.0,0.02064
D,343,2014-06-12,0.004726,0.12626,0.137422,0.117263,0.283673,1926600.0,0.4404
D,344,2014-06-11,-0.013405,0.12497,0.12875,0.112477,-0.815533,2006600.0,0.18085
D,345,2014-06-10,-0.005507,0.122044,0.12891,0.118611,-0.336864,1887200.0,0.0
D,346,2014-06-09,-0.012026,0.125508,0.1268,0.111942,-0.744618,1799600.0,-0.5574
D,347,2014-06-06,-0.005411,0.130823,0.134035,0.120061,-0.336861,1619800.0,0.1150099999999999
D,348,2014-06-05,0.00257,0.125677,0.134051,0.123905,0.159565,2265100.0,0.72915
D,349,2014-06-04,0.002576,0.123087,0.131967,0.120827,0.159562,2026200.0,0.0004999999999999
D,350,2014-06-03,0.003879,0.126796,0.1349,0.125823,0.239353,2551100.0,0.0370428571428571
D,351,2014-06-02,0.009281,0.128747,0.141343,0.124494,0.567329,2051300.0,0.1133333333333333
D,352,2014-05-30,0.006421,0.129245,0.13583,0.123153,0.39003,2524100.0,-0.0436545454545454
D,353,2014-05-29,0.002487,0.129083,0.132384,0.125287,0.150707,2983800.0,0.4939
D,354,2014-05-28,-0.006829,0.128584,0.130715,0.118749,-0.416637,3679400.0,0.0
D,355,2014-05-27,0.001442,0.144494,0.14909,0.133988,0.087871,2416100.0,-0.41805
D,356,2014-05-23,-0.007161,0.139883,0.140861,0.129779,-0.439384,2387600.0,-0.5574
D,357,2014-05-22,0.012471,0.141228,0.157234,0.137928,0.755764,1518500.0,0.259075
D,358,2014-05-21,0.00058,0.1409,0.143541,0.134625,0.035145,1461700.0,0.0386
D,359,2014-05-20,-0.001738,0.140235,0.147982,0.132324,-0.105458,1937500.0,0.0872285714285714
D,360,2014-05-19,-0.018342,0.135986,0.136795,0.116247,-1.13364,2053600.0,-0.5420499999999999
D,361,2014-05-16,0.003567,0.137603,0.142636,0.133056,0.219685,1513000.0,-0.5574
D,362,2014-05-15,-0.006943,0.138895,0.140991,0.128253,-0.430599,1309800.0,-0.0053499999999999
D,363,2014-05-14,0.011032,0.139884,0.157328,0.139884,0.67667,2071200.0,0.0
D,364,2014-05-13,0.006779,0.141046,0.14876,0.137271,0.413028,2003800.0,-0.5574
D,365,2014-05-09,-0.017164,0.138088,0.14129,0.116636,-1.072121,1664700.0,0.0
D,366,2014-05-08,-0.015649,0.135879,0.140606,0.116811,-0.993038,1425300.0,0.0
D,367,2014-05-07,0.022225,0.145499,0.163702,0.143888,1.3797,1942700.0,0.05752
D,368,2014-05-06,-0.007308,0.134729,0.137927,0.127054,-0.456978,1895200.0,-0.2102666666666666
D,369,2014-05-05,0.004234,0.135519,0.144351,0.133752,0.263645,1621800.0,-0.1763166666666666
D,370,2014-05-02,-0.022351,0.132432,0.134159,0.106371,-1.423649,1906800.0,0.31845
D,371,2014-05-01,-0.000827,0.138555,0.145144,0.126162,-0.052719,1572100.0,0.07714
D,372,2014-04-30,0.001104,0.144837,0.158186,0.13353,0.070301,2745300.0,0.4767
D,373,2014-04-29,-0.003849,0.137458,0.139023,0.128228,-0.246063,2323800.0,-0.32245
D,374,2014-04-28,0.005668,0.137927,0.145951,0.131477,0.360302,1864600.0,0.0
D,375,2014-04-25,0.011326,0.137928,0.151611,0.13745,0.711838,1689200.0,0.19125
D,376,2014-04-24,0.006473,0.138728,0.149297,0.130721,0.404224,1489900.0,0.187975
D,377,2014-04-23,0.002681,0.136643,0.149006,0.135519,0.166973,1732900.0,0.0743333333333333
D,378,2014-04-22,0.001979,0.139375,0.143076,0.132618,0.123024,1602900.0,-0.13935
D,379,2014-04-21,0.000849,0.141309,0.148716,0.133097,0.052734,1235400.0,0.041975
D,380,2014-04-17,-0.012023,0.133155,0.140473,0.123769,-0.755775,1831200.0,0.0
D,381,2014-04-16,0.013604,0.141636,0.153407,0.137121,0.843655,1799300.0,-0.5574
D,382,2014-04-14,0.011668,0.143009,0.155959,0.1376,0.71183,1865500.0,0.12765
D,383,2014-04-11,-0.0023,0.13711,0.143651,0.132367,-0.140617,2285400.0,-0.0796285714285714
D,384,2014-04-08,0.018645,0.139737,0.162104,0.131349,1.133652,3601100.0,-0.2529714285714285
D,385,2014-04-07,-0.006176,0.137928,0.142831,0.130736,-0.377884,2503800.0,-0.4226999999999999
D,386,2014-04-04,-0.00215,0.141679,0.153422,0.134339,-0.131817,2602500.0,-0.5574
D,387,2014-04-03,-0.007257,0.141004,0.142623,0.127889,-0.448178,2319900.0,-0.44592
D,388,2014-04-02,-0.001705,0.137928,0.1431,0.129684,-0.105453,1818400.0,-0.2311
D,389,2014-04-01,-0.008311,0.135683,0.140653,0.1227,-0.51849,2418500.0,0.28445
D,390,2014-03-31,-0.001407,0.140969,0.14481,0.124322,-0.087887,2850500.0,-0.3601833333333333
D,391,2014-03-28,0.001973,0.135843,0.140815,0.132314,0.12304,1866300.0,-0.2292428571428571
D,392,2014-03-27,0.008385,0.138898,0.148602,0.133399,0.518478,1819800.0,0.0
D,393,2014-03-26,0.004139,0.138902,0.152543,0.136304,0.254852,2189500.0,0.0
D,394,2014-03-25,0.0043,0.140863,0.145104,0.13385,0.263638,1658300.0,-0.4644999999999999
D,395,2014-03-21,0.004157,0.155053,0.157336,0.140537,0.254849,4528700.0,0.0
D,396,2014-03-18,-0.001417,0.137928,0.14228,0.131642,-0.087886,2411100.0,-0.5239999999999999
D,397,2014-03-14,0.005612,0.136618,0.147588,0.13187,0.342732,4787500.0,-0.2787
D,398,2014-03-13,0.007538,0.138918,0.149475,0.135948,0.456974,3369800.0,-0.3716
D,399,2014-03-12,0.013666,0.137259,0.153981,0.134583,0.817268,2711200.0,0.4542
D,400,2014-03-11,-0.004389,0.139259,0.139259,0.127938,-0.263641,2223000.0,0.21728
D,401,2014-03-10,-0.001315,0.135766,0.141585,0.130113,-0.079094,2016900.0,-0.3716
D,402,2014-03-07,0.006915,0.136588,0.146968,0.131566,0.413036,3006800.0,0.352
D,403,2014-03-06,-0.008027,0.141747,0.144238,0.125804,-0.483329,2294500.0,-0.296
D,404,2014-03-05,-0.011113,0.137435,0.138092,0.12249,-0.676663,2721300.0,0.0
D,405,2014-03-04,0.010205,0.149707,0.153356,0.142407,0.615139,2891000.0,0.0
D,406,2014-03-03,-0.011671,0.130877,0.138747,0.121367,-0.711822,2861700.0,-0.1505
D,407,2014-02-28,-0.002587,0.136128,0.141689,0.129914,-0.158184,4112500.0,0.0
D,408,2014-02-27,-0.00258,0.137927,0.143963,0.129608,-0.158181,1652600.0,-0.2787
D,409,2014-02-26,-0.012737,0.142598,0.143725,0.120857,-0.790912,2633900.0,-0.31237
D,410,2014-02-25,-0.000421,0.1492,0.158376,0.144693,-0.026127,1893800.0,0.3044666666666666
D,411,2014-02-24,-0.001401,0.147751,0.160933,0.145661,-0.087136,1514400.0,-0.49205
D,412,2014-02-21,-0.001538,0.149195,0.156739,0.144701,-0.095855,1549200.0,0.0
D,413,2014-02-19,-0.003105,0.146942,0.16168,0.141274,-0.191693,2125000.0,0.0
D,414,2014-02-18,-0.003516,0.148236,0.150818,0.140651,-0.217865,2094900.0,-0.5574
D,415,2014-02-14,0.005942,0.144343,0.155382,0.138012,0.36599,2225000.0,-0.1858
D,416,2014-02-13,0.019175,0.142626,0.170588,0.141634,1.158951,2736000.0,-0.1858
D,417,2014-02-12,0.003182,0.145266,0.153897,0.141283,0.191708,1846600.0,-0.2787
D,418,2014-02-11,0.00949,0.150941,0.166021,0.145412,0.566406,3114000.0,-0.3460833333333333
D,419,2014-02-10,0.023308,0.15342,0.17571,0.14759,1.359375,3972400.0,-0.3096666666666666
D,420,2014-02-07,0.015168,0.150201,0.165867,0.147938,0.871387,2138000.0,0.0
D,421,2014-02-06,0.003501,0.146717,0.154577,0.137285,0.200424,1735000.0,-0.1936999999999999
D,422,2014-02-04,-0.018921,0.147761,0.151522,0.124337,-1.106674,3507300.0,-0.14989
D,423,2014-02-03,-0.011633,0.146407,0.163644,0.13086,-0.688401,3096300.0,-0.18784
D,424,2014-01-31,0.012826,0.123115,0.171552,0.113873,0.749401,4436900.0,-0.2133499999999999
D,425,2014-01-30,0.011617,0.150534,0.163,0.148456,0.670975,2184200.0,-0.148
D,426,2014-01-29,0.000302,0.144473,0.151054,0.140835,0.017418,2646200.0,-0.4702666666666666
D,427,2014-01-28,-0.002409,0.14759,0.151391,0.14137,-0.139419,2380500.0,0.03975
D,428,2014-01-27,0.007432,0.148112,0.161863,0.146198,0.426986,2171700.0,-0.142675
D,429,2014-01-24,-0.007078,0.142232,0.154849,0.138257,-0.409549,2383200.0,-0.1251899999999999
D,430,2014-01-23,-0.010727,0.140751,0.145538,0.129638,-0.627411,2643500.0,-0.2787
D,431,2014-01-22,0.003589,0.14759,0.153767,0.146046,0.209144,2148200.0,-0.44592
D,432,2014-01-21,0.0089,0.151052,0.158843,0.149148,0.514115,2775200.0,-0.2133499999999999
D,433,2014-01-16,-0.002251,0.140873,0.146212,0.134156,-0.130703,1779500.0,-0.0654
D,434,2014-01-15,-0.007152,0.147419,0.148445,0.138185,-0.418263,1613700.0,0.0
D,435,2014-01-14,-0.000893,0.148102,0.152032,0.14161,-0.052292,1750500.0,-0.34136
D,436,2014-01-13,-0.008999,0.147421,0.159273,0.134553,-0.531536,2852000.0,-0.4209333333333334
D,437,2014-01-10,0.022014,0.155377,0.173546,0.153127,1.272228,3385000.0,0.4939
D,438,2014-01-09,0.024089,0.160704,0.177361,0.154679,1.359372,2961600.0,-0.3716
D,439,2014-01-08,0.001082,0.144751,0.155395,0.140317,0.060981,2935500.0,0.0
D,440,2014-01-07,0.01842,0.15283,0.169631,0.150842,1.019547,2196600.0,0.0
D,441,2014-01-06,0.000157,0.149939,0.153011,0.142892,0.008713,1889000.0,-0.7992
D,442,2014-01-03,-0.001101,0.14759,0.152824,0.139648,-0.061005,1739100.0,-0.3450249999999999
D,443,2014-01-02,-0.017159,0.146171,0.146703,0.125415,-0.967255,2282100.0,-0.5574
DHR,0,2015-12-28,0.000107,0.00758,0.011472,0.00412,0.007507,1691200.0,0.6705
DHR,1,2015-12-23,0.010567,0.013552,0.023134,0.011374,0.735725,2170400.0,0.0
DHR,2,2015-11-20,0.004126,0.013908,0.018289,0.012031,0.299866,2559300.0,0.26335
DHR,3,2015-11-11,0.00021,0.012364,0.021934,0.01045,0.015,2682800.0,0.0
DHR,4,2015-11-02,0.023792,0.013468,0.037962,0.011951,1.664291,4995700.0,0.5574
DHR,5,2015-10-26,-0.00474,0.011301,0.014678,0.003783,-0.329841,3215100.0,-0.296
DHR,6,2015-10-23,-0.012343,0.014098,0.014098,-0.00936,-0.869629,6754300.0,0.0258
DHR,7,2015-10-09,-0.004275,0.010618,0.016989,0.004588,-0.284858,5202900.0,0.0
DHR,8,2015-10-01,0.001408,0.012012,0.017709,-0.001518,0.089954,4431300.0,0.743
DHR,9,2015-09-21,0.002436,0.016116,0.022814,0.008244,0.157173,5219900.0,0.0
DHR,10,2015-09-15,0.018785,0.018664,0.033723,0.014462,1.220001,4486500.0,0.0
DHR,11,2015-08-20,-0.020633,0.005791,0.008138,-0.009074,-1.39962,4551400.0,0.0
DHR,12,2015-08-12,-0.008456,0.005157,0.005824,-0.008192,-0.576324,3961200.0,0.5423
DHR,13,2015-07-23,0.013544,0.026087,0.033466,0.017094,0.890671,9431700.0,0.2553
DHR,14,2015-07-13,0.01558,0.019023,0.029894,0.017035,1.01043,6514400.0,0.4576
